Project ID,Minnesota,International,Birth Year,Verbal SAT,Math SAT,Cumulative GPA,# essays in portfolios,Abroad Credits,AP Credits,CS Credits,English Credits,Science Credits,Writing Credits,Needs Work
908359,-0.519875,-0.261117,-0.597199,0.311079,-0.191803,1.22783,1.76136,0.828376,0.601365,-0.36503,4.78217,-0.594067,0.297835,-1
450130,-0.519875,-0.261117,-0.597199,-0.301521,-0.191803,-0.190269,1.76136,0.828376,-0.940317,-0.36503,-0.187012,-0.932277,-0.413941,1
486816,-0.519875,-0.261117,-1.63678,1.0462,-0.191803,-0.97167,-0.866702,-0.735487,-0.426423,-0.36503,-0.667901,1.82977,-1.12572,-1
567295,-0.519875,-0.261117,-1.63678,1.53628,-0.191803,-0.450736,-0.866702,-0.735487,0.0874713,-0.36503,-0.667901,-0.763172,-1.12572,-1
895808,-0.519875,-0.261117,-0.597199,-0.301521,-0.191803,0.764777,-0.866702,-0.735487,1.11526,-0.36503,-0.667901,0.0823538,-0.413941,-1
912878,-0.519875,-0.261117,1.48196,-0.179001,-0.191803,1.22783,0.44733,0.828376,-0.940317,-0.36503,-0.187012,2.73167,-0.413941,-1
570001,-0.519875,-0.261117,-0.597199,1.53628,-0.0592333,0.475368,0.44733,0.828376,0.601365,0.0298746,3.21928,-0.763172,3.14494,-1
908041,-0.519875,-0.261117,0.442379,1.41376,-0.0592333,0.793717,0.44733,1.02386,0.0874713,-0.36503,-0.187012,-0.763172,1.72139,-1
909737,-0.519875,-0.261117,0.442379,0.923678,-0.0592333,0.417487,0.44733,-0.735487,-0.426423,0.424779,-0.427457,-0.594067,-1.12572,-1
914360,-0.519875,-0.261117,0.442379,0.188559,-0.0592333,0.764777,0.44733,0.828376,-0.426423,-0.36503,-0.427457,-0.763172,-0.413941,-1
915561,-0.519875,-0.261117,1.48196,0.188559,-0.0592333,1.05418,0.44733,0.828376,-0.940317,0.0298746,0.0534321,-0.763172,0.297835,-1
894888,-0.519875,-0.261117,-1.63678,1.16872,-0.0592333,0.0991388,-0.866702,-0.735487,-0.940317,-0.36503,0.0534321,-0.594067,1.00961,1
909680,-0.519875,-0.261117,-0.597199,-0.0564807,-0.0592333,-1.17426,-0.866702,-0.735487,0.0874713,0.0298746,-0.187012,0.0823538,1.72139,1
909863,-0.519875,-0.261117,0.442379,-0.0564807,-0.0592333,-2.01354,0.44733,-0.735487,-0.940317,0.0298746,-0.187012,-0.594067,0.297835,1
912994,-0.519875,-0.261117,1.48196,-0.54656,-0.0592333,-1.3479,-0.866702,-0.735487,0.0874713,-0.36503,-0.187012,-0.763172,-0.413941,1
908572,-0.519875,-0.261117,0.442379,0.433599,-0.0592333,0.12808,0.44733,1.02386,1.11526,-0.36503,-0.427457,-0.763172,-1.83749,-1
910643,-0.519875,-0.261117,0.442379,0.311079,-0.0592333,1.05418,1.76136,-0.735487,0.0874713,-0.36503,-0.667901,0.251459,-1.12572,-1
911403,-0.519875,-0.261117,0.442379,1.0462,0.0733367,0.649013,0.44733,2.7832,0.601365,-0.36503,1.01521,-0.594067,0.297835,-1
688467,-0.519875,-0.261117,-0.597199,-0.0564807,0.0733367,-1.08743,0.44733,-0.735487,0.0874713,-0.36503,-0.427457,-0.594067,1.72139,1
842206,-0.519875,-0.261117,-0.597199,-0.301521,0.0733367,-0.653321,-0.866702,-0.735487,0.0874713,0.0298746,-0.187012,-0.594067,-1.12572,1
911536,-0.519875,-0.261117,0.442379,-0.54656,0.0733367,-0.624381,0.44733,0.43741,-0.426423,-0.36503,-0.187012,0.843327,-0.413941,1
914376,-0.519875,-0.261117,1.48196,1.16872,0.0733367,0.243842,-0.866702,1.02386,-0.940317,-0.36503,-0.667901,1.94251,-1.12572,-1
915035,-0.519875,-0.261117,0.442379,1.0462,0.205907,1.54618,1.76136,-0.735487,-0.940317,0.0298746,-0.427457,-0.763172,-0.413941,-1
910111,-0.519875,-0.261117,0.442379,-0.301521,0.205907,-0.0745064,0.44733,-0.735487,-0.940317,-0.36503,-0.187012,1.15335,1.00961,1
913296,-0.519875,-0.261117,0.442379,-0.179001,0.205907,0.0412573,-0.866702,0.828376,1.11526,-0.36503,-0.427457,-0.763172,-1.12572,1
440918,-0.519875,-0.261117,-0.597199,-0.0564807,0.205907,0.677954,0.44733,-0.735487,1.62915,-0.36503,-0.187012,0.0823538,0.297835,-1
767417,-0.519875,-0.261117,-0.597199,0.923678,0.205907,1.28571,-0.866702,-0.735487,0.0874713,0.0298746,-0.427457,-0.763172,1.00961,-1
909340,-0.519875,-0.261117,0.442379,-0.42404,0.205907,0.0412573,-0.866702,-0.735487,-0.426423,-0.36503,-0.427457,-0.424961,-0.413941,-1
913104,-0.519875,-0.261117,0.442379,0.678639,0.205907,1.14101,-0.866702,-0.735487,0.0874713,0.0298746,-0.667901,-0.594067,0.297835,-1
916253,-0.519875,-0.261117,0.442379,-0.179001,0.205907,-0.942729,0.44733,-0.735487,0.0874713,-0.36503,-0.667901,1.09698,-1.12572,-1
916916,-0.519875,-0.261117,0.442379,0.433599,0.205907,0.620072,-0.866702,-0.735487,2.14305,0.0298746,-0.427457,-0.594067,-1.12572,-1
556530,-0.519875,-0.261117,-0.597199,1.0462,0.338477,1.05418,0.44733,3.56513,-0.940317,-0.36503,0.935062,-0.594067,1.00961,-1
731141,-0.519875,-0.261117,-1.63678,0.0660392,0.338477,-1.08743,-0.866702,-0.735487,0.0874713,-0.36503,-0.547679,-0.932277,-0.413941,1
569660,-0.519875,-0.261117,-1.63678,1.29124,0.338477,0.53325,-0.866702,0.828376,-0.940317,-0.36503,0.0534321,-0.932277,0.297835,-1
908485,-0.519875,-0.261117,-0.597199,1.53628,0.338477,0.330665,0.44733,-0.735487,-0.940317,-0.36503,-0.187012,-0.0867513,1.00961,-1
909533,-0.519875,-0.261117,0.442379,-0.0564807,0.338477,0.359605,-0.866702,2.58772,0.0874713,-0.36503,2.85862,-0.424961,0.297835,-1
914969,-0.519875,-0.261117,1.48196,1.0462,0.338477,1.14101,0.44733,-0.735487,0.601365,-0.36503,-0.427457,2.02706,-0.413941,-1
910961,-0.519875,-0.261117,0.442379,0.678639,0.471047,1.08312,0.44733,0.828376,1.11526,-0.36503,-0.427457,-0.932277,-0.413941,-1
908312,-0.519875,-0.261117,-0.597199,0.188559,0.471047,-0.21921,-0.866702,1.02386,1.62915,-0.36503,0.0534321,1.49156,0.297835,1
911711,-0.519875,-0.261117,0.442379,-0.54656,0.471047,-0.21921,0.44733,1.61031,-0.940317,-0.36503,-0.667901,1.26609,0.297835,1
902194,-0.519875,-0.261117,-1.63678,-1.28168,0.471047,-0.334973,-0.866702,-0.735487,0.601365,-0.36503,-0.187012,1.54793,-0.413941,-1
908331,-0.519875,-0.261117,-0.597199,1.29124,0.603617,1.43041,1.76136,1.02386,2.14305,-0.36503,-0.427457,2.11161,-0.413941,-1
908870,-0.519875,-0.261117,0.442379,-1.15916,0.603617,-1.11637,-0.866702,-0.735487,0.0874713,0.0298746,-0.667901,-0.763172,-1.12572,1
902291,-0.519875,-0.261117,-0.597199,0.311079,0.603617,0.446428,-0.866702,0.828376,2.14305,-0.36503,-0.667901,-0.594067,-1.12572,-1
908260,-0.519875,-0.261117,0.442379,1.53628,0.603617,-0.21921,1.76136,-0.735487,0.601365,-0.36503,2.21743,-0.763172,1.00961,-1
909270,-0.519875,-0.261117,0.442379,0.188559,0.736187,-0.132388,-0.866702,-0.735487,1.62915,0.424779,0.0534321,-0.594067,0.297835,1
910101,-0.519875,-0.261117,-0.597199,-0.301521,0.736187,0.562191,1.76136,-0.735487,-0.426423,-0.36503,-0.427457,-0.763172,-1.12572,1
909015,-0.519875,-0.261117,-0.597199,0.188559,0.736187,0.620072,-0.866702,1.02386,0.0874713,0.0298746,-0.427457,-0.763172,-1.12572,-1
913448,-0.519875,-0.261117,0.442379,0.188559,0.868757,1.25677,0.44733,1.02386,-0.426423,-0.36503,-0.667901,-0.424961,-0.413941,-1
907983,-0.519875,-0.261117,0.442379,-0.179001,0.868757,-0.884848,1.76136,1.02386,-0.940317,-0.36503,-0.667901,0.364196,-0.413941,1
908138,-0.519875,-0.261117,0.442379,0.311079,0.868757,1.08312,-0.866702,0.730634,1.62915,0.0298746,-0.667901,-0.763172,0.297835,1
916063,-0.519875,-0.261117,1.48196,-0.301521,0.868757,-0.913789,0.44733,-0.735487,-0.426423,-0.36503,-0.187012,-0.255856,1.00961,1
490374,-0.519875,-0.261117,-0.597199,1.29124,1.00133,-2.1293,-4.8088,-0.735487,1.11526,-0.36503,0.534321,1.20972,3.14494,1
916631,-0.519875,-0.261117,1.48196,-0.0564807,1.00133,-0.306032,-0.866702,-0.735487,1.11526,-0.36503,-0.307235,-0.932277,-0.413941,1
916867,-0.519875,-0.261117,1.48196,1.53628,1.00133,0.0123165,-0.866702,-0.735487,2.14305,0.424779,-0.667901,-0.424961,-1.12572,1
913445,-0.519875,-0.261117,1.48196,1.53628,1.00133,1.31465,0.44733,-0.735487,1.11526,-0.36503,-0.187012,1.6043,-0.413941,-1
560039,-0.519875,-0.261117,-0.597199,0.801159,1.1339,-0.0455656,-0.866702,-0.735487,0.601365,0.0298746,0.293877,-0.763172,0.297835,-1
917035,-0.519875,-0.261117,1.48196,0.433599,1.1339,0.793717,-0.866702,-0.735487,2.14305,-0.36503,-0.427457,-0.932277,-1.12572,-1
912852,-0.519875,-0.261117,0.442379,-0.42404,1.1339,0.475368,-0.866702,0.828376,-0.940317,-0.36503,-0.187012,0.0541696,1.00961,1
914948,-0.519875,-0.261117,1.48196,0.556119,1.1339,-0.190269,-0.866702,-0.735487,0.0874713,2.0044,-0.667901,0.0823538,-1.12572,1
445119,-0.519875,-0.261117,-0.597199,1.53628,1.1339,0.562191,-0.866702,1.02386,2.14305,-0.36503,0.0534321,1.82977,-0.413941,-1
909279,-0.519875,-0.261117,0.442379,1.53628,1.1339,1.28571,-0.866702,1.02386,-0.940317,0.819684,-0.427457,-0.255856,-1.12572,-1
915666,-0.519875,-0.261117,1.48196,0.678639,1.1339,0.446428,-0.866702,-0.735487,-0.426423,-0.36503,-0.0667901,-0.763172,-0.413941,-1
461154,-0.519875,-0.261117,-0.597199,1.53628,1.26647,-0.942729,-0.866702,-0.735487,0.601365,0.0298746,0.414099,-0.594067,0.297835,1
460988,-0.519875,-0.261117,-0.597199,0.311079,1.39904,1.74876,-0.866702,-0.735487,1.62915,-0.36503,-0.427457,2.22435,0.297835,-1
603278,-0.519875,-0.261117,-0.597199,0.0660392,1.53161,-0.624381,-0.866702,-0.735487,1.62915,-0.36503,-0.667901,-0.255856,0.297835,1
908586,-0.519875,-0.261117,0.442379,0.433599,1.53161,0.504309,-0.866702,-0.735487,2.14305,-0.36503,-0.427457,1.74522,0.297835,1
907895,-0.519875,-0.261117,0.442379,1.0462,1.53161,1.633,1.76136,-0.735487,2.14305,0.424779,-0.427457,-0.594067,-1.12572,-1
909706,-0.519875,-0.261117,-0.597199,-0.301521,1.66418,0.649013,0.44733,0.828376,-0.940317,-0.36503,-0.427457,2.08343,-1.12572,-1
913537,-0.519875,-0.261117,1.48196,-0.179001,1.66418,0.475368,-0.866702,-0.735487,1.11526,-0.36503,0.173654,1.99888,0.297835,1
915092,-0.519875,-0.261117,1.48196,0.556119,1.66418,1.51724,0.44733,-0.735487,-0.426423,0.0298746,0.0534321,2.39346,-0.413941,1
915937,-0.519875,-0.261117,1.48196,1.53628,1.66418,0.070198,-0.866702,-0.735487,2.14305,0.0298746,-0.427457,-0.199488,-1.12572,-1
910483,1.92354,-0.261117,-3.71593,-1.89428,-2.31292,-0.479677,0.44733,-0.735487,-0.940317,-0.36503,-0.667901,-0.932277,-1.12572,1
910554,1.92354,-0.261117,-0.597199,-1.28168,-2.04778,0.214902,-0.866702,0.828376,-0.940317,0.0298746,-0.26716,-0.763172,-1.12572,1
909717,1.92354,-0.261117,-0.597199,-0.91412,-1.25236,-0.566499,-0.866702,-0.735487,-0.426423,-0.36503,-0.667901,0.138722,-0.413941,1
902471,1.92354,-0.261117,-1.63678,-3.8546,-1.11979,-0.884848,-0.866702,-0.735487,-0.940317,-0.36503,-0.427457,-0.763172,0.297835,1
916844,1.92354,-0.261117,1.48196,-0.301521,-0.854653,-0.0745064,0.44733,0.828376,-0.426423,-0.36503,0.0534321,-0.763172,1.00961,1
913121,1.92354,-0.261117,0.442379,-0.42404,-0.722083,1.05418,-0.866702,-0.735487,0.601365,-0.36503,-0.427457,-0.0867513,-1.12572,-1
913219,1.92354,-0.261117,0.442379,-0.91412,-0.722083,-1.00061,0.44733,1.02386,-0.940317,-0.36503,-0.187012,-0.763172,-0.413941,1
914977,1.92354,-0.261117,0.442379,0.311079,-0.589513,-0.653321,0.44733,-0.735487,-0.426423,-0.36503,-0.187012,2.1398,-0.413941,1
908366,1.92354,-0.261117,-0.597199,0.433599,-0.589513,0.214902,0.44733,-0.735487,-0.940317,0.0298746,2.5781,-0.424961,3.85672,-1
910067,1.92354,-0.261117,-0.597199,-0.179001,-0.324373,-2.07142,-0.866702,-0.735487,-0.940317,0.0298746,0.0534321,-0.594067,1.00961,1
916561,1.92354,-0.261117,1.48196,0.556119,-0.324373,-1.08743,0.44733,-0.735487,-0.426423,4.76873,-0.187012,1.26609,-0.413941,-1
913102,1.92354,-0.261117,1.48196,-0.42404,-0.191803,0.272783,-0.866702,1.02386,-0.940317,-0.36503,-0.427457,1.54793,-1.12572,1
896554,1.92354,-0.261117,-1.63678,-0.301521,-0.191803,1.16995,1.76136,1.02386,1.11526,-0.36503,0.0534321,-0.763172,-0.413941,-1
896561,1.92354,-0.261117,-1.63678,-0.66908,-0.0592333,-1.46366,0.44733,-0.735487,-0.940317,4.96619,-0.427457,1.35064,-1.12572,-1
908706,1.92354,-0.261117,-0.597199,-0.0564807,-0.0592333,0.504309,0.44733,2.58772,-0.940317,0.0298746,-0.427457,-0.763172,-0.413941,-1
916429,1.92354,-0.261117,0.442379,-2.0168,0.0733367,-1.02955,0.44733,0.828376,-0.426423,0.0298746,-0.427457,-0.763172,-1.12572,1
567375,1.92354,-0.261117,-1.63678,0.923678,0.205907,1.31465,-0.866702,-0.735487,0.0874713,0.819684,-0.547679,-0.424961,-0.413941,-1
913055,1.92354,-0.261117,1.48196,1.0462,0.205907,0.649013,1.76136,-0.735487,0.0874713,4.76873,-0.0667901,1.43519,-0.413941,-1
908776,1.92354,-0.261117,0.442379,-0.301521,0.338477,-0.0455656,0.44733,-0.735487,0.0874713,-0.36503,-0.187012,0.307827,-0.413941,-1
908616,1.92354,-0.261117,-0.597199,-0.179001,0.338477,-0.392855,-0.866702,2.39224,-0.940317,0.0298746,2.61817,-0.0303829,1.72139,1
898003,1.92354,-0.261117,-1.63678,0.801159,0.471047,0.15702,-0.866702,-0.735487,1.62915,4.57128,-0.427457,1.18154,-0.413941,-1
445230,1.92354,-0.261117,-1.63678,0.311079,0.471047,0.996303,0.44733,1.02386,-0.940317,-0.36503,-0.427457,-0.594067,0.297835,-1
402368,1.92354,-0.261117,-0.597199,1.0462,0.603617,-0.0166242,-0.866702,-0.735487,2.14305,-0.36503,-0.187012,0.646037,1.00961,1
902216,1.92354,-0.261117,-0.597199,0.311079,0.736187,-0.711203,0.44733,-0.735487,-0.426423,0.424779,-0.187012,-0.594067,-0.413941,-1
913399,1.92354,-0.261117,1.48196,1.0462,0.736187,0.417487,0.44733,1.02386,1.62915,-0.36503,3.41965,-0.763172,0.297835,-1
908740,1.92354,-0.261117,-0.597199,-0.42404,0.736187,-2.21612,-0.866702,0.828376,-0.426423,-0.36503,-0.187012,-0.932277,-0.413941,1
567447,1.92354,-0.261117,-0.597199,1.53628,0.868757,1.37253,0.44733,-0.735487,1.62915,-0.36503,-0.187012,0.927879,0.297835,-1
916085,1.92354,-0.261117,0.442379,0.433599,1.26647,0.359605,0.44733,-0.735487,-0.940317,-0.36503,-0.427457,1.54793,-0.413941,-1
908692,1.92354,-0.261117,-0.597199,-0.91412,1.26647,1.45936,0.44733,-0.735487,0.0874713,0.819684,-0.187012,-0.0867513,0.297835,-1
511528,1.92354,-0.261117,-1.63678,-0.179001,1.53161,-0.479677,1.76136,-0.735487,1.62915,0.0298746,-0.547679,-0.594067,-0.413941,1
