"Project.ID"	"Minnesota"	"International"	"Birth.Year"	"Verbal.SAT"	"Math.SAT"	"Cumulative.GPA"	"X..essays.in.portfolios"	"Abroad.Credits"	"AP.Credits"	"CS.Credits"	"English.Credits"	"Science.Credits"	"Writing.Credits"	"Needs.Work"
"1"	909886	-0.518028435361247	3.81610373996005	0.440802461941456	-0.422534082904206	-1.64421142250305	-0.189594272921311	0.445741003360064	-0.732874182506974	-0.936976272730964	-0.363733385005135	-0.425938730636408	-0.760460364925913	-0.412470361371181	1
"2"	911671	-0.518028435361247	3.81610373996005	-0.595083323621119	-2.49797301061196	-0.719518160958598	0.560192786981088	-0.863623194010123	-0.732874182506974	-0.936976272730964	-0.363733385005135	-0.425938730636408	-0.760460364925913	-0.412470361371181	1
"3"	908563	-0.518028435361247	3.81610373996005	0.440802461941456	-1.88754979658026	-0.455320086231613	-1.08357115203571	-0.863623194010123	1.02022164709029	-0.936976272730964	0.423270307358917	-0.425938730636408	-0.591956051482403	0.296777455132923	-1
"4"	914293	-0.518028435361247	3.81610373996005	-0.595083323621119	0.432058416740162	-0.455320086231613	0.617868714665888	0.445741003360064	-0.732874182506974	-0.424907844610553	0.0297684611768909	-0.665529266619388	-0.591956051482403	-0.412470361371181	-1
"5"	910104	-0.518028435361247	3.81610373996005	0.440802461941456	-0.422534082904206	0.337274137949342	0.473678895453887	1.75510520073025	1.89676956188893	0.599229011630267	3.30895051269378	-0.425938730636408	0.64374224710334	-0.412470361371181	-1
"6"	909869	-0.518028435361247	3.81610373996005	0.440802461941456	-0.666703368516882	0.601472212676327	-0.477973911345309	-0.863623194010123	0.825433221579485	-0.936976272730964	-0.363733385005135	-0.665529266619388	-0.760460364925913	-0.412470361371181	1
"7"	913864	-0.518028435361247	3.81610373996005	1.47668824750403	-2.13171908219294	0.865670287403312	0.646706678508287	-0.863623194010123	-0.732874182506974	-0.936976272730964	0.0297684611768909	-0.425938730636408	-0.760460364925913	-0.412470361371181	1
"8"	909804	-0.518028435361247	3.81610373996005	-0.595083323621119	-1.0329572969359	0.997769324766805	1.62719744914989	1.75510520073025	-0.732874182506974	-0.936976272730964	-0.363733385005135	-0.0665529266619388	1.96369270241084	1.71527308814113	-1
"9"	911069	-0.518028435361247	3.81610373996005	-0.595083323621119	-0.178364797291529	1.39406643685728	0.935086316932286	0.445741003360064	-0.732874182506974	-0.936976272730964	-0.363733385005135	-0.0665529266619388	1.2896754486368	0.296777455132923	1
"10"	910704	-0.518028435361247	-0.260188891360913	0.440802461941456	-1.27712658254857	-3.88989505768242	-0.852867441296509	1.75510520073025	-0.732874182506974	-0.936976272730964	-0.363733385005135	-0.425938730636408	-0.760460364925913	-1.12171817787529	1
"11"	891873	-0.518028435361247	-0.260188891360913	-0.595083323621119	-2.37588836780562	-2.96520179613797	-0.968219296666108	0.445741003360064	-0.732874182506974	-0.936976272730964	-0.363733385005135	-0.665529266619388	-0.928964678369424	0.296777455132923	-1
"12"	622314	-0.518028435361247	-0.260188891360913	-0.595083323621119	-1.15504193974223	-2.17260757195702	-2.2947656334165	0.445741003360064	1.02022164709029	-0.936976272730964	-0.363733385005135	-0.425938730636408	-0.928964678369424	-1.12171817787529	1
"13"	911629	-0.518028435361247	-0.260188891360913	-0.595083323621119	-0.910872654129558	-2.04050853459352	-0.939381332823708	-0.863623194010123	2.57852905117675	-0.936976272730964	-0.363733385005135	4.04641794104588	-0.591956051482403	1.71527308814113	1
"14"	912969	-0.518028435361247	-0.260188891360913	1.47668824750403	-1.27712658254857	-1.77631045986654	-2.7273350910525	0.445741003360064	-0.732874182506974	-0.936976272730964	4.35828876917918	-0.186348194653429	1.0930870829527	0.296777455132923	1
"15"	908557	-0.518028435361247	-0.260188891360913	-0.595083323621119	-0.300449440097867	-1.77631045986654	-0.679839658242109	0.445741003360064	1.02022164709029	0.087160583509857	-0.363733385005135	0.292832877312531	1.26159139639621	-0.412470361371181	-1
"16"	895965	-0.518028435361247	-0.260188891360913	-0.595083323621119	-1.52129586816125	-1.51211238513955	0.560192786981088	1.75510520073025	-0.732874182506974	-0.936976272730964	-0.363733385005135	-0.665529266619388	-0.760460364925913	0.296777455132923	1
"17"	901897	-0.518028435361247	-0.260188891360913	-1.63096910918369	-0.910872654129558	-1.51211238513955	-1.08357115203571	0.445741003360064	1.02022164709029	-0.936976272730964	-0.363733385005135	-0.665529266619388	1.34584355311797	-1.12171817787529	1
"18"	902002	-0.518028435361247	-0.260188891360913	-0.595083323621119	-2.0096344393866	-1.51211238513955	0.560192786981088	0.445741003360064	-0.732874182506974	-0.936976272730964	-0.363733385005135	-0.425938730636408	0.64374224710334	-0.412470361371181	-1
"19"	909728	-0.518028435361247	-0.260188891360913	0.440802461941456	-1.27712658254857	-1.51211238513955	0.531354823138687	-0.863623194010123	-0.732874182506974	-0.936976272730964	-0.363733385005135	-0.425938730636408	1.71093623224557	-0.412470361371181	-1
"20"	463555	-0.518028435361247	-0.260188891360913	-0.595083323621119	-0.910872654129558	-1.38001334777606	-1.17008504356291	-0.863623194010123	-0.732874182506974	-0.936976272730964	-0.363733385005135	0.372696389306857	-0.928964678369424	0.296777455132923	1
"21"	910685	-0.518028435361247	-0.260188891360913	0.440802461941456	-0.422534082904206	-1.38001334777606	-1.11240911587811	-0.863623194010123	1.40979849811191	-0.936976272730964	-0.363733385005135	2.608874725148	-0.423451738038892	2.42452090464524	1
"22"	912661	-0.518028435361247	-0.260188891360913	0.440802461941456	0.309973773933824	-1.38001334777606	-0.36262205597571	-0.863623194010123	1.70198113637812	1.11129743975068	-0.363733385005135	2.80853350513382	-0.591956051482403	1.71527308814113	1
"23"	907879	-0.518028435361247	-0.260188891360913	-0.595083323621119	-0.178364797291529	-1.38001334777606	0.704382606193087	0.445741003360064	-0.732874182506974	-0.936976272730964	0.0297684611768909	-0.186348194653429	-0.423451738038892	-0.412470361371181	-1
"24"	914141	-0.518028435361247	-0.260188891360913	1.47668824750403	0.5541430595465	-1.24791431041257	1.02160020845949	0.445741003360064	-0.732874182506974	0.599229011630267	-0.363733385005135	0.292832877312531	-0.142611215633042	1.71527308814113	-1
"25"	914560	-0.518028435361247	-0.260188891360913	0.440802461941456	-1.39921122535491	-1.24791431041257	-2.2659276695741	-0.863623194010123	-0.732874182506974	-0.936976272730964	-0.363733385005135	-0.425938730636408	-0.760460364925913	-0.412470361371181	1
"26"	915161	-0.518028435361247	-0.260188891360913	1.47668824750403	-0.544618725710544	-0.983716235685583	-0.795191513611709	-0.863623194010123	-0.732874182506974	-0.936976272730964	-0.363733385005135	-0.186348194653429	-0.760460364925913	0.296777455132923	1
"27"	558725	-0.518028435361247	-0.260188891360913	-0.595083323621119	1.16456627357819	-0.983716235685583	1.16579002767149	1.75510520073025	1.02022164709029	0.599229011630267	-0.363733385005135	3.28771457709978	-0.591956051482403	1.00602527163703	-1
"28"	461225	-0.518028435361247	-0.260188891360913	-0.595083323621119	0.798312345159177	-0.85161719832209	-0.39146001981811	0.445741003360064	1.02022164709029	-0.936976272730964	-0.363733385005135	0.77201394927849	-0.591956051482403	0.296777455132923	-1
