Project.ID,Minnesota,International,Birth.Year,Verbal.SAT,Math.SAT,Cumulative.GPA,X..essays.in.portfolios,Abroad.Credits,AP.Credits,CS.Credits,English.Credits,Science.Credits,Writing.Credits,Needs.Work
916631,-0.518028435,-0.260188891,1.476688248,-0.056280154,0.997769325,-0.304946128,-0.863623194,-0.732874183,1.11129744,-0.363733385,-0.306143463,-0.928964678,-0.412470361,1
916867,-0.518028435,-0.260188891,1.476688248,1.530820202,0.997769325,0.012271474,-0.863623194,-0.732874183,2.135434296,0.423270307,-0.665529267,-0.423451738,-1.121718178,1
913445,-0.518028435,-0.260188891,1.476688248,1.530820202,0.997769325,1.309979847,0.445741003,-0.732874183,1.11129744,-0.363733385,-0.186348195,1.598600023,-0.412470361,-1
560039,-0.518028435,-0.260188891,-0.595083324,0.798312345,1.129868362,-0.045404454,-0.863623194,-0.732874183,0.599229012,0.029768461,0.292832877,-0.760460365,0.296777455,-1
917035,-0.518028435,-0.260188891,1.476688248,0.432058417,1.129868362,0.790896498,-0.863623194,-0.732874183,2.135434296,-0.363733385,-0.425938731,-0.928964678,-1.121718178,-1
912852,-0.518028435,-0.260188891,0.440802462,-0.422534083,1.129868362,0.473678895,-0.863623194,0.825433222,-0.936976273,-0.363733385,-0.186348195,0.05397715,1.006025272,1
914948,-0.518028435,-0.260188891,1.476688248,0.55414306,1.129868362,-0.189594273,-0.863623194,-0.732874183,0.087160584,1.997277692,-0.665529267,0.082061202,-1.121718178,1
445119,-0.518028435,-0.260188891,-0.595083324,1.530820202,1.129868362,0.560192787,-0.863623194,1.020221647,2.135434296,-0.363733385,0.053242341,1.823272441,-0.412470361,-1
909279,-0.518028435,-0.260188891,0.440802462,1.530820202,1.129868362,1.281141883,-0.863623194,1.020221647,-0.936976273,0.816772154,-0.425938731,-0.254947425,-1.121718178,-1
915666,-0.518028435,-0.260188891,1.476688248,0.676227702,1.129868362,0.444840932,-0.863623194,-0.732874183,-0.424907845,-0.363733385,-0.066552927,-0.760460365,-0.412470361,-1
461154,-0.518028435,-0.260188891,-0.595083324,1.530820202,1.261967399,-0.939381333,-0.863623194,-0.732874183,0.599229012,0.029768461,0.412628145,-0.591956051,0.296777455,1
460988,-0.518028435,-0.260188891,-0.595083324,0.309973774,1.394066437,1.742549305,-0.863623194,-0.732874183,1.623365868,-0.363733385,-0.425938731,2.216449173,0.296777455,-1
603278,-0.518028435,-0.260188891,-0.595083324,0.065804488,1.526165474,-0.622163731,-0.863623194,-0.732874183,1.623365868,-0.363733385,-0.665529267,-0.254947425,0.296777455,1
908586,-0.518028435,-0.260188891,0.440802462,0.432058417,1.526165474,0.502516859,-0.863623194,-0.732874183,2.135434296,-0.363733385,-0.425938731,1.739020284,0.296777455,1
907895,-0.518028435,-0.260188891,0.440802462,1.042481631,1.526165474,1.627197449,1.755105201,-0.732874183,2.135434296,0.423270307,-0.425938731,-0.591956051,-1.121718178,-1
909706,-0.518028435,-0.260188891,-0.595083324,-0.30044944,1.658264512,0.646706679,0.445741003,0.825433222,-0.936976273,-0.363733385,-0.425938731,2.076028911,-1.121718178,-1
913537,-0.518028435,-0.260188891,1.476688248,-0.178364797,1.658264512,0.473678895,-0.863623194,-0.732874183,1.11129744,-0.363733385,0.173037609,1.991776755,0.296777455,1
915092,-0.518028435,-0.260188891,1.476688248,0.55414306,1.658264512,1.511845594,0.445741003,-0.732874183,-0.424907845,0.029768461,0.053242341,2.384953486,-0.412470361,1
915937,-0.518028435,-0.260188891,1.476688248,1.530820202,1.658264512,0.069947402,-0.863623194,-0.732874183,2.135434296,0.029768461,-0.425938731,-0.19877932,-1.121718178,-1
910483,1.916705211,-0.260188891,-3.70274068,-1.887549797,-2.304706609,-0.477973911,0.445741003,-0.732874183,-0.936976273,-0.363733385,-0.665529267,-0.928964678,-1.121718178,1
910554,1.916705211,-0.260188891,-0.595083324,-1.277126583,-2.040508535,0.214137221,-0.863623194,0.825433222,-0.936976273,0.029768461,-0.266211707,-0.760460365,-1.121718178,1
909717,1.916705211,-0.260188891,-0.595083324,-0.910872654,-1.24791431,-0.564487803,-0.863623194,-0.732874183,-0.424907845,-0.363733385,-0.665529267,0.138229307,-0.412470361,1
902471,1.916705211,-0.260188891,-1.630969109,-3.840904081,-1.115815273,-0.881705405,-0.863623194,-0.732874183,-0.936976273,-0.363733385,-0.425938731,-0.760460365,0.296777455,1
916844,1.916705211,-0.260188891,1.476688248,-0.30044944,-0.851617198,-0.074242418,0.445741003,0.825433222,-0.424907845,-0.363733385,0.053242341,-0.760460365,1.006025272,1
913121,1.916705211,-0.260188891,0.440802462,-0.422534083,-0.719518161,1.050438172,-0.863623194,-0.732874183,0.599229012,-0.363733385,-0.425938731,-0.086443111,-1.121718178,-1
913219,1.916705211,-0.260188891,0.440802462,-0.910872654,-0.719518161,-0.997057261,0.445741003,1.020221647,-0.936976273,-0.363733385,-0.186348195,-0.760460365,-0.412470361,1
914977,1.916705211,-0.260188891,0.440802462,0.309973774,-0.587419124,-0.651001694,0.445741003,-0.732874183,-0.424907845,-0.363733385,-0.186348195,2.132197016,-0.412470361,1
908366,1.916705211,-0.260188891,-0.595083324,0.432058417,-0.587419124,0.214137221,0.445741003,-0.732874183,-0.936976273,0.029768461,2.568942969,-0.423451738,3.843016538,-1
910067,1.916705211,-0.260188891,-0.595083324,-0.178364797,-0.323221049,-2.064061923,-0.863623194,-0.732874183,-0.936976273,0.029768461,0.053242341,-0.591956051,1.006025272,1
916561,1.916705211,-0.260188891,1.476688248,0.55414306,-0.323221049,-1.083571152,0.445741003,-0.732874183,-0.424907845,4.751790615,-0.186348195,1.261591396,-0.412470361,-1
913102,1.916705211,-0.260188891,1.476688248,-0.422534083,-0.191122012,0.271813149,-0.863623194,1.020221647,-0.936976273,-0.363733385,-0.425938731,1.542431919,-1.121718178,1
896554,1.916705211,-0.260188891,-1.630969109,-0.30044944,-0.191122012,1.165790028,1.755105201,1.020221647,1.11129744,-0.363733385,0.053242341,-0.760460365,-0.412470361,-1
896561,1.916705211,-0.260188891,-1.630969109,-0.666703369,-0.059022974,-1.458464682,0.445741003,-0.732874183,-0.936976273,4.948541538,-0.425938731,1.345843553,-1.121718178,-1
908706,1.916705211,-0.260188891,-0.595083324,-0.056280154,-0.059022974,0.502516859,0.445741003,2.578529051,-0.936976273,0.029768461,-0.425938731,-0.760460365,-0.412470361,-1
916429,1.916705211,-0.260188891,0.440802462,-2.009634439,0.073076063,-1.025895224,0.445741003,0.825433222,-0.424907845,0.029768461,-0.425938731,-0.760460365,-1.121718178,1
567375,1.916705211,-0.260188891,-1.630969109,0.920396988,0.205175101,1.309979847,-0.863623194,-0.732874183,0.087160584,0.816772154,-0.545733999,-0.423451738,-0.412470361,-1
913055,1.916705211,-0.260188891,1.476688248,1.042481631,0.205175101,0.646706679,1.755105201,-0.732874183,0.087160584,4.751790615,-0.066552927,1.43009571,-0.412470361,-1
908776,1.916705211,-0.260188891,0.440802462,-0.30044944,0.337274138,-0.045404454,0.445741003,-0.732874183,0.087160584,-0.363733385,-0.186348195,0.30673362,-0.412470361,-1
908616,1.916705211,-0.260188891,-0.595083324,-0.178364797,0.337274138,-0.39146002,-0.863623194,2.383740626,-0.936976273,0.029768461,2.608874725,-0.030275007,1.715273088,1
898003,1.916705211,-0.260188891,-1.630969109,0.798312345,0.469373175,0.156461293,-0.863623194,-0.732874183,1.623365868,4.555039692,-0.425938731,1.17733924,-0.412470361,-1
445230,1.916705211,-0.260188891,-1.630969109,0.309973774,0.469373175,0.992762245,0.445741003,1.020221647,-0.936976273,-0.363733385,-0.425938731,-0.591956051,0.296777455,-1
402368,1.916705211,-0.260188891,-0.595083324,1.042481631,0.601472213,-0.01656649,-0.863623194,-0.732874183,2.135434296,-0.363733385,-0.186348195,0.643742247,1.006025272,1
902216,1.916705211,-0.260188891,-0.595083324,0.309973774,0.73357125,-0.708677622,0.445741003,-0.732874183,-0.424907845,0.423270307,-0.186348195,-0.591956051,-0.412470361,-1
913399,1.916705211,-0.260188891,1.476688248,1.042481631,0.73357125,0.416002968,0.445741003,1.020221647,1.623365868,-0.363733385,3.407509845,-0.760460365,0.296777455,-1
908740,1.916705211,-0.260188891,-0.595083324,-0.422534083,0.73357125,-2.208251742,-0.863623194,0.825433222,-0.424907845,-0.363733385,-0.186348195,-0.928964678,-0.412470361,1
567447,1.916705211,-0.260188891,-0.595083324,1.530820202,0.865670287,1.367655775,0.445741003,-0.732874183,1.623365868,-0.363733385,-0.186348195,0.92458277,0.296777455,-1
916085,1.916705211,-0.260188891,0.440802462,0.432058417,1.261967399,0.35832704,0.445741003,-0.732874183,-0.936976273,-0.363733385,-0.425938731,1.542431919,-0.412470361,-1
908692,1.916705211,-0.260188891,-0.595083324,-0.910872654,1.261967399,1.454169666,0.445741003,-0.732874183,0.087160584,0.816772154,-0.186348195,-0.086443111,0.296777455,-1
511528,1.916705211,-0.260188891,-1.630969109,-0.178364797,1.526165474,-0.477973911,1.755105201,-0.732874183,1.623365868,0.029768461,-0.545733999,-0.591956051,-0.412470361,1
