Project.ID,Minnesota,International,Birth.Year,Verbal.SAT,Math.SAT,Cumulative.GPA,X..essays.in.portfolios,Abroad.Credits,AP.Credits,CS.Credits,English.Credits,Science.Credits,Writing.Credits,Needs.Work
909886,-0.518028435,3.81610374,0.440802462,-0.422534083,-1.644211423,-0.189594273,0.445741003,-0.732874183,-0.936976273,-0.363733385,-0.425938731,-0.760460365,-0.412470361,1
911671,-0.518028435,3.81610374,-0.595083324,-2.497973011,-0.719518161,0.560192787,-0.863623194,-0.732874183,-0.936976273,-0.363733385,-0.425938731,-0.760460365,-0.412470361,1
908563,-0.518028435,3.81610374,0.440802462,-1.887549797,-0.455320086,-1.083571152,-0.863623194,1.020221647,-0.936976273,0.423270307,-0.425938731,-0.591956051,0.296777455,-1
914293,-0.518028435,3.81610374,-0.595083324,0.432058417,-0.455320086,0.617868715,0.445741003,-0.732874183,-0.424907845,0.029768461,-0.665529267,-0.591956051,-0.412470361,-1
910104,-0.518028435,3.81610374,0.440802462,-0.422534083,0.337274138,0.473678895,1.755105201,1.896769562,0.599229012,3.308950513,-0.425938731,0.643742247,-0.412470361,-1
909869,-0.518028435,3.81610374,0.440802462,-0.666703369,0.601472213,-0.477973911,-0.863623194,0.825433222,-0.936976273,-0.363733385,-0.665529267,-0.760460365,-0.412470361,1
913864,-0.518028435,3.81610374,1.476688248,-2.131719082,0.865670287,0.646706679,-0.863623194,-0.732874183,-0.936976273,0.029768461,-0.425938731,-0.760460365,-0.412470361,1
909804,-0.518028435,3.81610374,-0.595083324,-1.032957297,0.997769325,1.627197449,1.755105201,-0.732874183,-0.936976273,-0.363733385,-0.066552927,1.963692702,1.715273088,-1
911069,-0.518028435,3.81610374,-0.595083324,-0.178364797,1.394066437,0.935086317,0.445741003,-0.732874183,-0.936976273,-0.363733385,-0.066552927,1.289675449,0.296777455,1
910704,-0.518028435,-0.260188891,0.440802462,-1.277126583,-3.889895058,-0.852867441,1.755105201,-0.732874183,-0.936976273,-0.363733385,-0.425938731,-0.760460365,-1.121718178,1
891873,-0.518028435,-0.260188891,-0.595083324,-2.375888368,-2.965201796,-0.968219297,0.445741003,-0.732874183,-0.936976273,-0.363733385,-0.665529267,-0.928964678,0.296777455,-1
622314,-0.518028435,-0.260188891,-0.595083324,-1.15504194,-2.172607572,-2.294765633,0.445741003,1.020221647,-0.936976273,-0.363733385,-0.425938731,-0.928964678,-1.121718178,1
911629,-0.518028435,-0.260188891,-0.595083324,-0.910872654,-2.040508535,-0.939381333,-0.863623194,2.578529051,-0.936976273,-0.363733385,4.046417941,-0.591956051,1.715273088,1
912969,-0.518028435,-0.260188891,1.476688248,-1.277126583,-1.77631046,-2.727335091,0.445741003,-0.732874183,-0.936976273,4.358288769,-0.186348195,1.093087083,0.296777455,1
908557,-0.518028435,-0.260188891,-0.595083324,-0.30044944,-1.77631046,-0.679839658,0.445741003,1.020221647,0.087160584,-0.363733385,0.292832877,1.261591396,-0.412470361,-1
895965,-0.518028435,-0.260188891,-0.595083324,-1.521295868,-1.512112385,0.560192787,1.755105201,-0.732874183,-0.936976273,-0.363733385,-0.665529267,-0.760460365,0.296777455,1
901897,-0.518028435,-0.260188891,-1.630969109,-0.910872654,-1.512112385,-1.083571152,0.445741003,1.020221647,-0.936976273,-0.363733385,-0.665529267,1.345843553,-1.121718178,1
902002,-0.518028435,-0.260188891,-0.595083324,-2.009634439,-1.512112385,0.560192787,0.445741003,-0.732874183,-0.936976273,-0.363733385,-0.425938731,0.643742247,-0.412470361,-1
909728,-0.518028435,-0.260188891,0.440802462,-1.277126583,-1.512112385,0.531354823,-0.863623194,-0.732874183,-0.936976273,-0.363733385,-0.425938731,1.710936232,-0.412470361,-1
463555,-0.518028435,-0.260188891,-0.595083324,-0.910872654,-1.380013348,-1.170085044,-0.863623194,-0.732874183,-0.936976273,-0.363733385,0.372696389,-0.928964678,0.296777455,1
910685,-0.518028435,-0.260188891,0.440802462,-0.422534083,-1.380013348,-1.112409116,-0.863623194,1.409798498,-0.936976273,-0.363733385,2.608874725,-0.423451738,2.424520905,1
912661,-0.518028435,-0.260188891,0.440802462,0.309973774,-1.380013348,-0.362622056,-0.863623194,1.701981136,1.11129744,-0.363733385,2.808533505,-0.591956051,1.715273088,1
907879,-0.518028435,-0.260188891,-0.595083324,-0.178364797,-1.380013348,0.704382606,0.445741003,-0.732874183,-0.936976273,0.029768461,-0.186348195,-0.423451738,-0.412470361,-1
914141,-0.518028435,-0.260188891,1.476688248,0.55414306,-1.24791431,1.021600208,0.445741003,-0.732874183,0.599229012,-0.363733385,0.292832877,-0.142611216,1.715273088,-1
914560,-0.518028435,-0.260188891,0.440802462,-1.399211225,-1.24791431,-2.26592767,-0.863623194,-0.732874183,-0.936976273,-0.363733385,-0.425938731,-0.760460365,-0.412470361,1
915161,-0.518028435,-0.260188891,1.476688248,-0.544618726,-0.983716236,-0.795191514,-0.863623194,-0.732874183,-0.936976273,-0.363733385,-0.186348195,-0.760460365,0.296777455,1
558725,-0.518028435,-0.260188891,-0.595083324,1.164566274,-0.983716236,1.165790028,1.755105201,1.020221647,0.599229012,-0.363733385,3.287714577,-0.591956051,1.006025272,-1
461225,-0.518028435,-0.260188891,-0.595083324,0.798312345,-0.851617198,-0.39146002,0.445741003,1.020221647,-0.936976273,-0.363733385,0.772013949,-0.591956051,0.296777455,-1
909720,-0.518028435,-0.260188891,0.440802462,-0.422534083,-0.851617198,0.675544642,0.445741003,1.020221647,0.087160584,-0.363733385,-0.665529267,-0.928964678,-0.412470361,1
915189,-0.518028435,-0.260188891,1.476688248,-1.032957297,-0.851617198,-2.727335091,0.445741003,-0.732874183,-0.936976273,-0.363733385,-0.186348195,-0.760460365,0.296777455,1
741341,-0.518028435,-0.260188891,-1.630969109,-1.277126583,-0.851617198,0.646706679,-0.863623194,0.825433222,0.087160584,0.029768461,-0.186348195,-0.591956051,-0.412470361,-1
910741,-0.518028435,-0.260188891,0.440802462,-2.009634439,-0.587419124,-1.51614061,-0.863623194,0.241067945,-0.936976273,0.029768461,0.053242341,-0.591956051,1.006025272,1
909681,-0.518028435,-0.260188891,-0.595083324,-0.666703369,-0.587419124,-0.968219297,-0.863623194,-0.732874183,-0.424907845,-0.363733385,-0.186348195,-0.760460365,0.296777455,-1
679470,-0.518028435,-0.260188891,-0.595083324,0.309973774,-0.455320086,1.079276136,0.445741003,-0.732874183,0.599229012,-0.363733385,-0.425938731,1.710936232,-0.412470361,-1
909763,-0.518028435,-0.260188891,-0.595083324,-0.178364797,-0.455320086,-1.631492465,1.755105201,-0.732874183,-0.936976273,-0.363733385,1.251195021,-0.591956051,2.424520905,1
909763,-0.518028435,-0.260188891,-0.595083324,-0.178364797,-0.455320086,-1.631492465,1.755105201,-0.732874183,-0.936976273,-0.363733385,1.251195021,-0.591956051,2.424520905,1
914928,-0.518028435,-0.260188891,1.476688248,0.309973774,-0.323221049,0.185299257,0.445741003,0.435856371,0.087160584,0.029768461,-0.186348195,-0.19877932,0.296777455,-1
685273,-0.518028435,-0.260188891,-0.595083324,1.286650916,-0.323221049,0.012271474,0.445741003,0.825433222,0.087160584,-0.363733385,-0.425938731,1.289675449,0.296777455,1
912798,-0.518028435,-0.260188891,1.476688248,1.530820202,-0.323221049,0.185299257,0.445741003,-0.732874183,0.087160584,0.029768461,-0.425938731,-0.086443111,-0.412470361,-1
908359,-0.518028435,-0.260188891,-0.595083324,0.309973774,-0.191122012,1.223465955,1.755105201,0.825433222,0.599229012,-0.363733385,4.765189549,-0.591956051,0.296777455,-1
450130,-0.518028435,-0.260188891,-0.595083324,-0.30044944,-0.191122012,-0.189594273,1.755105201,0.825433222,-0.936976273,-0.363733385,-0.186348195,-0.928964678,-0.412470361,1
486816,-0.518028435,-0.260188891,-1.630969109,1.042481631,-0.191122012,-0.968219297,-0.863623194,-0.732874183,-0.424907845,-0.363733385,-0.665529267,1.823272441,-1.121718178,-1
567295,-0.518028435,-0.260188891,-1.630969109,1.530820202,-0.191122012,-0.449135948,-0.863623194,-0.732874183,0.087160584,-0.363733385,-0.665529267,-0.760460365,-1.121718178,-1
895808,-0.518028435,-0.260188891,-0.595083324,-0.30044944,-0.191122012,0.762058534,-0.863623194,-0.732874183,1.11129744,-0.363733385,-0.665529267,0.082061202,-0.412470361,-1
912878,-0.518028435,-0.260188891,1.476688248,-0.178364797,-0.191122012,1.223465955,0.445741003,0.825433222,-0.936976273,-0.363733385,-0.186348195,2.721962113,-0.412470361,-1
570001,-0.518028435,-0.260188891,-0.595083324,1.530820202,-0.059022974,0.473678895,0.445741003,0.825433222,0.599229012,0.029768461,3.207851065,-0.760460365,3.133768721,-1
908041,-0.518028435,-0.260188891,0.440802462,1.408735559,-0.059022974,0.790896498,0.445741003,1.020221647,0.087160584,-0.363733385,-0.186348195,-0.760460365,1.715273088,-1
909737,-0.518028435,-0.260188891,0.440802462,0.920396988,-0.059022974,0.416002968,0.445741003,-0.732874183,-0.424907845,0.423270307,-0.425938731,-0.591956051,-1.121718178,-1
914360,-0.518028435,-0.260188891,0.440802462,0.187889131,-0.059022974,0.762058534,0.445741003,0.825433222,-0.424907845,-0.363733385,-0.425938731,-0.760460365,-0.412470361,-1
915561,-0.518028435,-0.260188891,1.476688248,0.187889131,-0.059022974,1.050438172,0.445741003,0.825433222,-0.936976273,0.029768461,0.053242341,-0.760460365,0.296777455,-1
894888,-0.518028435,-0.260188891,-1.630969109,1.164566274,-0.059022974,0.098785366,-0.863623194,-0.732874183,-0.936976273,-0.363733385,0.053242341,-0.591956051,1.006025272,1
909680,-0.518028435,-0.260188891,-0.595083324,-0.056280154,-0.059022974,-1.170085044,-0.863623194,-0.732874183,0.087160584,0.029768461,-0.186348195,0.082061202,1.715273088,1
909863,-0.518028435,-0.260188891,0.440802462,-0.056280154,-0.059022974,-2.006385995,0.445741003,-0.732874183,-0.936976273,0.029768461,-0.186348195,-0.591956051,0.296777455,1
912994,-0.518028435,-0.260188891,1.476688248,-0.544618726,-0.059022974,-1.343112827,-0.863623194,-0.732874183,0.087160584,-0.363733385,-0.186348195,-0.760460365,-0.412470361,1
908572,-0.518028435,-0.260188891,0.440802462,0.432058417,-0.059022974,0.127623329,0.445741003,1.020221647,1.11129744,-0.363733385,-0.425938731,-0.760460365,-1.830965994,-1
910643,-0.518028435,-0.260188891,0.440802462,0.309973774,-0.059022974,1.050438172,1.755105201,-0.732874183,0.087160584,-0.363733385,-0.665529267,0.250565516,-1.121718178,-1
911403,-0.518028435,-0.260188891,0.440802462,1.042481631,0.073076063,0.646706679,0.445741003,2.773317477,0.599229012,-0.363733385,1.011604485,-0.591956051,0.296777455,-1
688467,-0.518028435,-0.260188891,-0.595083324,-0.056280154,0.073076063,-1.083571152,0.445741003,-0.732874183,0.087160584,-0.363733385,-0.425938731,-0.591956051,1.715273088,1
842206,-0.518028435,-0.260188891,-0.595083324,-0.30044944,0.073076063,-0.651001694,-0.863623194,-0.732874183,0.087160584,0.029768461,-0.186348195,-0.591956051,-1.121718178,1
911536,-0.518028435,-0.260188891,0.440802462,-0.544618726,0.073076063,-0.622163731,0.445741003,0.435856371,-0.424907845,-0.363733385,-0.186348195,0.840330613,-0.412470361,1
914376,-0.518028435,-0.260188891,1.476688248,1.164566274,0.073076063,0.242975185,-0.863623194,1.020221647,-0.936976273,-0.363733385,-0.665529267,1.93560865,-1.121718178,-1
915035,-0.518028435,-0.260188891,0.440802462,1.042481631,0.205175101,1.540683558,1.755105201,-0.732874183,-0.936976273,0.029768461,-0.425938731,-0.760460365,-0.412470361,-1
910111,-0.518028435,-0.260188891,0.440802462,-0.30044944,0.205175101,-0.074242418,0.445741003,-0.732874183,-0.936976273,-0.363733385,-0.186348195,1.149255187,1.006025272,1
913296,-0.518028435,-0.260188891,0.440802462,-0.178364797,0.205175101,0.041109438,-0.863623194,0.825433222,1.11129744,-0.363733385,-0.425938731,-0.760460365,-1.121718178,1
440918,-0.518028435,-0.260188891,-0.595083324,-0.056280154,0.205175101,0.675544642,0.445741003,-0.732874183,1.623365868,-0.363733385,-0.186348195,0.082061202,0.296777455,-1
767417,-0.518028435,-0.260188891,-0.595083324,0.920396988,0.205175101,1.281141883,-0.863623194,-0.732874183,0.087160584,0.029768461,-0.425938731,-0.760460365,1.006025272,-1
909340,-0.518028435,-0.260188891,0.440802462,-0.422534083,0.205175101,0.041109438,-0.863623194,-0.732874183,-0.424907845,-0.363733385,-0.425938731,-0.423451738,-0.412470361,-1
913104,-0.518028435,-0.260188891,0.440802462,0.676227702,0.205175101,1.136952064,-0.863623194,-0.732874183,0.087160584,0.029768461,-0.665529267,-0.591956051,0.296777455,-1
916253,-0.518028435,-0.260188891,0.440802462,-0.178364797,0.205175101,-0.939381333,0.445741003,-0.732874183,0.087160584,-0.363733385,-0.665529267,1.093087083,-1.121718178,-1
916916,-0.518028435,-0.260188891,0.440802462,0.432058417,0.205175101,0.617868715,-0.863623194,-0.732874183,2.135434296,0.029768461,-0.425938731,-0.591956051,-1.121718178,-1
556530,-0.518028435,-0.260188891,-0.595083324,1.042481631,0.337274138,1.050438172,0.445741003,3.552471179,-0.936976273,-0.363733385,0.931740973,-0.591956051,1.006025272,-1
731141,-0.518028435,-0.260188891,-1.630969109,0.065804488,0.337274138,-1.083571152,-0.863623194,-0.732874183,0.087160584,-0.363733385,-0.545733999,-0.928964678,-0.412470361,1
569660,-0.518028435,-0.260188891,-1.630969109,1.286650916,0.337274138,0.531354823,-0.863623194,0.825433222,-0.936976273,-0.363733385,0.053242341,-0.928964678,0.296777455,-1
908485,-0.518028435,-0.260188891,-0.595083324,1.530820202,0.337274138,0.329489076,0.445741003,-0.732874183,-0.936976273,-0.363733385,-0.186348195,-0.086443111,1.006025272,-1
909533,-0.518028435,-0.260188891,0.440802462,-0.056280154,0.337274138,0.35832704,-0.863623194,2.578529051,0.087160584,-0.363733385,2.848465261,-0.423451738,0.296777455,-1
914969,-0.518028435,-0.260188891,1.476688248,1.042481631,0.337274138,1.136952064,0.445741003,-0.732874183,0.599229012,-0.363733385,-0.425938731,2.019860807,-0.412470361,-1
910961,-0.518028435,-0.260188891,0.440802462,0.676227702,0.469373175,1.079276136,0.445741003,0.825433222,1.11129744,-0.363733385,-0.425938731,-0.928964678,-0.412470361,-1
908312,-0.518028435,-0.260188891,-0.595083324,0.187889131,0.469373175,-0.218432237,-0.863623194,1.020221647,1.623365868,-0.363733385,0.053242341,1.486263814,0.296777455,1
911711,-0.518028435,-0.260188891,0.440802462,-0.544618726,0.469373175,-0.218432237,0.445741003,1.604586924,-0.936976273,-0.363733385,-0.665529267,1.261591396,0.296777455,1
902194,-0.518028435,-0.260188891,-1.630969109,-1.277126583,0.469373175,-0.333784092,-0.863623194,-0.732874183,0.599229012,-0.363733385,-0.186348195,1.542431919,-0.412470361,-1
908331,-0.518028435,-0.260188891,-0.595083324,1.286650916,0.601472213,1.425331702,1.755105201,1.020221647,2.135434296,-0.363733385,-0.425938731,2.104112964,-0.412470361,-1
908870,-0.518028435,-0.260188891,0.440802462,-1.15504194,0.601472213,-1.112409116,-0.863623194,-0.732874183,0.087160584,0.029768461,-0.665529267,-0.760460365,-1.121718178,1
902291,-0.518028435,-0.260188891,-0.595083324,0.309973774,0.601472213,0.444840932,-0.863623194,0.825433222,2.135434296,-0.363733385,-0.665529267,-0.591956051,-1.121718178,-1
908260,-0.518028435,-0.260188891,0.440802462,1.530820202,0.601472213,-0.218432237,1.755105201,-0.732874183,0.599229012,-0.363733385,2.209557165,-0.760460365,1.006025272,-1
909270,-0.518028435,-0.260188891,0.440802462,0.187889131,0.73357125,-0.131918345,-0.863623194,-0.732874183,1.623365868,0.423270307,0.053242341,-0.591956051,0.296777455,1
910101,-0.518028435,-0.260188891,-0.595083324,-0.30044944,0.73357125,0.560192787,1.755105201,-0.732874183,-0.424907845,-0.363733385,-0.425938731,-0.760460365,-1.121718178,1
909015,-0.518028435,-0.260188891,-0.595083324,0.187889131,0.73357125,0.617868715,-0.863623194,1.020221647,0.087160584,0.029768461,-0.425938731,-0.760460365,-1.121718178,-1
913448,-0.518028435,-0.260188891,0.440802462,0.187889131,0.865670287,1.252303919,0.445741003,1.020221647,-0.424907845,-0.363733385,-0.665529267,-0.423451738,-0.412470361,-1
907983,-0.518028435,-0.260188891,0.440802462,-0.178364797,0.865670287,-0.881705405,1.755105201,1.020221647,-0.936976273,-0.363733385,-0.665529267,0.362901725,-0.412470361,1
908138,-0.518028435,-0.260188891,0.440802462,0.309973774,0.865670287,1.079276136,-0.863623194,0.728039009,1.623365868,0.029768461,-0.665529267,-0.760460365,0.296777455,1
916063,-0.518028435,-0.260188891,1.476688248,-0.30044944,0.865670287,-0.910543369,0.445741003,-0.732874183,-0.424907845,-0.363733385,-0.186348195,-0.254947425,1.006025272,1
490374,-0.518028435,-0.260188891,-0.595083324,1.286650916,0.997769325,-2.12173785,-4.791715786,-0.732874183,1.11129744,-0.363733385,0.532423413,1.205423292,3.133768721,1
